strategy_id,candidate_id,feature_snapshot_id,trading_date,signal_ts_ns,signal_ts_utc,direction,regime_label,entry_price,stop_price,target_prices,exit_ts_ns,exit_ts_utc,exit_price_weighted,exit_reason,holding_minutes,gross_points,gross_usd,round_turn_cost_usd,net_usd,mfe_points,mae_points,dynamic_target_rr
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-04-1596549660000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-04-1596549660000000000,2020-08-04,1596549660000000000,2020-08-04T14:01:00.000000000Z,long,low,11066.75,11005.75,pt1:11127.75|pt2:11188.75,1596565860000000000,2020-08-04T18:31:00.000000000Z,11005.75,stop,270,-61,-122,2,-124,15.25,67.5,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-04-1596569040000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-04-1596569040000000000,2020-08-04,1596569040000000000,2020-08-04T19:24:00.000000000Z,long,low,11041.5,10987.5,pt1:11095.5|pt2:11149.5,1596571140000000000,2020-08-04T19:59:00.000000000Z,11084.25,rth_close,35,42.75,85.5,2,83.5,43.25,14.75,
opening_range_box_breakout_long,candidate-bt-mnq-12mo-2020-08-05-1596636960000000000-opening_range_box_breakout_long,bt-mnq-12mo-2020-08-05-1596636960000000000,2020-08-05,1596636960000000000,2020-08-05T14:16:00.000000000Z,long,low,11114.5,11064,pt1:11165|pt2:11215.5,1596657540000000000,2020-08-05T19:59:00.000000000Z,11111,rth_close,343,-3.5,-7,2,-9,14.25,44.25,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-05-1596636960000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-05-1596636960000000000,2020-08-05,1596636960000000000,2020-08-05T14:16:00.000000000Z,long,low,11114.5,11064,pt1:11165|pt2:11215.5,1596657540000000000,2020-08-05T19:59:00.000000000Z,11111,rth_close,343,-3.5,-7,2,-9,14.25,44.25,
opening_range_box_breakout_long,candidate-bt-mnq-12mo-2020-08-06-1596726180000000000-opening_range_box_breakout_long,bt-mnq-12mo-2020-08-06-1596726180000000000,2020-08-06,1596726180000000000,2020-08-06T15:03:00.000000000Z,long,low,11120.75,11073,pt1:11168.5|pt2:11216.25,1596737340000000000,2020-08-06T18:09:00.000000000Z,11192.375,pt2,186,71.625,143.25,2,141.25,96.25,8.25,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-06-1596726180000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-06-1596726180000000000,2020-08-06,1596726180000000000,2020-08-06T15:03:00.000000000Z,long,low,11120.75,11073,pt1:11168.5|pt2:11216.25,1596737340000000000,2020-08-06T18:09:00.000000000Z,11192.375,pt2,186,71.625,143.25,2,141.25,96.25,8.25,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-07-1596811800000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-07-1596811800000000000,2020-08-07,1596811800000000000,2020-08-07T14:50:00.000000000Z,long,low,11241,11206,pt1:11276|pt2:11311,1596814080000000000,2020-08-07T15:28:00.000000000Z,11206,stop,38,-35,-70,2,-72,26.75,36.25,
opening_range_box_breakout_long,candidate-bt-mnq-12mo-2020-08-07-1596811860000000000-opening_range_box_breakout_long,bt-mnq-12mo-2020-08-07-1596811860000000000,2020-08-07,1596811860000000000,2020-08-07T14:51:00.000000000Z,long,low,11252,11207.25,pt1:11296.75|pt2:11341.5,1596814080000000000,2020-08-07T15:28:00.000000000Z,11207.25,stop,37,-44.75,-89.5,2,-91.5,15.75,47.25,
opening_range_box_breakout_short,candidate-bt-mnq-12mo-2020-08-10-1597068960000000000-opening_range_box_breakout_short,bt-mnq-12mo-2020-08-10-1597068960000000000,2020-08-10,1597068960000000000,2020-08-10T14:16:00.000000000Z,short,high,11064.5,11147,pt1:10982|pt2:10899.5,1597089540000000000,2020-08-10T19:59:00.000000000Z,11030.25,pt1_then_rth_close,343,34.25,68.5,2,66.5,136,38,
opening_range_box_breakout_short,candidate-bt-mnq-12mo-2020-08-13-1597345980000000000-opening_range_box_breakout_short,bt-mnq-12mo-2020-08-13-1597345980000000000,2020-08-13,1597345980000000000,2020-08-13T19:13:00.000000000Z,short,high,11163.5,11230.5,pt1:11096.5|pt2:11029.5,1597348740000000000,2020-08-13T19:59:00.000000000Z,11170,rth_close,46,-6.5,-13,2,-15,10,35.5,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-14-1597418700000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-14-1597418700000000000,2020-08-14,1597418700000000000,2020-08-14T15:25:00.000000000Z,long,low,11148.25,11095.5,pt1:11201|pt2:11253.75,1597435140000000000,2020-08-14T19:59:00.000000000Z,11159.5,rth_close,274,11.25,22.5,2,20.5,30.25,28.75,
opening_range_box_breakout_long,candidate-bt-mnq-12mo-2020-08-17-1597672920000000000-opening_range_box_breakout_long,bt-mnq-12mo-2020-08-17-1597672920000000000,2020-08-17,1597672920000000000,2020-08-17T14:02:00.000000000Z,long,low,11268.25,11221.25,pt1:11315.25|pt2:11362.25,1597694340000000000,2020-08-17T19:59:00.000000000Z,11284.25,rth_close,357,16,32,2,30,32.25,30.75,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-17-1597672920000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-17-1597672920000000000,2020-08-17,1597672920000000000,2020-08-17T14:02:00.000000000Z,long,low,11268.25,11221.25,pt1:11315.25|pt2:11362.25,1597694340000000000,2020-08-17T19:59:00.000000000Z,11284.25,rth_close,357,16,32,2,30,32.25,30.75,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-18-1597762140000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-18-1597762140000000000,2020-08-18,1597762140000000000,2020-08-18T14:49:00.000000000Z,long,low,11329,11268,pt1:11390|pt2:11451,1597780740000000000,2020-08-18T19:59:00.000000000Z,11392,pt1_then_rth_close,310,63,126,2,124,86,1.25,
opening_range_box_breakout_long,candidate-bt-mnq-12mo-2020-08-18-1597769100000000000-opening_range_box_breakout_long,bt-mnq-12mo-2020-08-18-1597769100000000000,2020-08-18,1597769100000000000,2020-08-18T16:45:00.000000000Z,long,low,11382.25,11322.5,pt1:11442|pt2:11501.75,1597780740000000000,2020-08-18T19:59:00.000000000Z,11394,rth_close,194,11.75,23.5,2,21.5,32.75,18.75,
opening_range_box_breakout_long,candidate-bt-mnq-12mo-2020-08-19-1597851480000000000-opening_range_box_breakout_long,bt-mnq-12mo-2020-08-19-1597851480000000000,2020-08-19,1597851480000000000,2020-08-19T15:38:00.000000000Z,long,low,11415.5,11332.25,pt1:11498.75|pt2:11582,1597861200000000000,2020-08-19T18:20:00.000000000Z,11332.25,stop,162,-83.25,-166.5,2,-168.5,22.25,94.25,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-19-1597851480000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-19-1597851480000000000,2020-08-19,1597851480000000000,2020-08-19T15:38:00.000000000Z,long,low,11415.5,11332.25,pt1:11498.75|pt2:11582,1597861200000000000,2020-08-19T18:20:00.000000000Z,11332.25,stop,162,-83.25,-166.5,2,-168.5,22.25,94.25,
opening_range_box_breakout_long,candidate-bt-mnq-12mo-2020-08-20-1597934940000000000-opening_range_box_breakout_long,bt-mnq-12mo-2020-08-20-1597934940000000000,2020-08-20,1597934940000000000,2020-08-20T14:49:00.000000000Z,long,low,11378.25,11266,pt1:11490.5|pt2:11602.75,1597953540000000000,2020-08-20T19:59:00.000000000Z,11482,pt1_then_rth_close,310,103.75,207.5,2,205.5,118.25,12.75,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-20-1597935960000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-20-1597935960000000000,2020-08-20,1597935960000000000,2020-08-20T15:06:00.000000000Z,long,low,11378.25,11266,pt1:11490.5|pt2:11602.75,1597953540000000000,2020-08-20T19:59:00.000000000Z,11482,pt1_then_rth_close,293,103.75,207.5,2,205.5,118.25,12.75,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-24-1598278500000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-24-1598278500000000000,2020-08-24,1598278500000000000,2020-08-24T14:15:00.000000000Z,long,low,11651.25,11591,pt1:11711.5|pt2:11771.75,1598280360000000000,2020-08-24T14:46:00.000000000Z,11591,stop,31,-60.25,-120.5,2,-122.5,14.25,69.25,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-24-1598284620000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-24-1598284620000000000,2020-08-24,1598284620000000000,2020-08-24T15:57:00.000000000Z,long,low,11621,11527.75,pt1:11714.25|pt2:11807.5,1598299140000000000,2020-08-24T19:59:00.000000000Z,11626.25,rth_close,242,5.25,10.5,2,8.5,20.25,73.75,
opening_range_box_breakout_long,candidate-bt-mnq-12mo-2020-08-25-1598364960000000000-opening_range_box_breakout_long,bt-mnq-12mo-2020-08-25-1598364960000000000,2020-08-25,1598364960000000000,2020-08-25T14:16:00.000000000Z,long,low,11632.5,11574.25,pt1:11690.75|pt2:11749,1598385540000000000,2020-08-25T19:59:00.000000000Z,11703.125,pt1_then_rth_close,343,70.625,141.25,2,139.25,87.25,35.25,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-25-1598366460000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-25-1598366460000000000,2020-08-25,1598366460000000000,2020-08-25T14:41:00.000000000Z,long,low,11632.5,11574.25,pt1:11690.75|pt2:11749,1598385540000000000,2020-08-25T19:59:00.000000000Z,11703.125,pt1_then_rth_close,318,70.625,141.25,2,139.25,87.25,18.25,
opening_range_box_breakout_long,candidate-bt-mnq-12mo-2020-08-27-1598540460000000000-opening_range_box_breakout_long,bt-mnq-12mo-2020-08-27-1598540460000000000,2020-08-27,1598540460000000000,2020-08-27T15:01:00.000000000Z,long,low,12016.5,11912,pt1:12121|pt2:12225.5,1598546280000000000,2020-08-27T16:38:00.000000000Z,11912,stop,97,-104.5,-209,2,-211,29.75,104.5,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-27-1598540460000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-27-1598540460000000000,2020-08-27,1598540460000000000,2020-08-27T15:01:00.000000000Z,long,low,12016.5,11912,pt1:12121|pt2:12225.5,1598546280000000000,2020-08-27T16:38:00.000000000Z,11912,stop,97,-104.5,-209,2,-211,29.75,104.5,
opening_range_box_breakout_long,candidate-bt-mnq-12mo-2020-08-28-1598624880000000000-opening_range_box_breakout_long,bt-mnq-12mo-2020-08-28-1598624880000000000,2020-08-28,1598624880000000000,2020-08-28T14:28:00.000000000Z,long,low,12006.5,11947.5,pt1:12065.5|pt2:12124.5,1598627040000000000,2020-08-28T15:04:00.000000000Z,11947.5,stop,36,-59,-118,2,-120,3.5,59.25,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-28-1598624880000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-28-1598624880000000000,2020-08-28,1598624880000000000,2020-08-28T14:28:00.000000000Z,long,low,12006.5,11947.5,pt1:12065.5|pt2:12124.5,1598627040000000000,2020-08-28T15:04:00.000000000Z,11947.5,stop,36,-59,-118,2,-120,3.5,59.25,
opening_range_box_regime_long,candidate-bt-mnq-12mo-2020-08-28-1598627280000000000-opening_range_box_regime_long,bt-mnq-12mo-2020-08-28-1598627280000000000,2020-08-28,1598627280000000000,2020-08-28T15:08:00.000000000Z,long,low,11979,11946.75,pt1:12011.25|pt2:12043.5,1598634720000000000,2020-08-28T17:12:00.000000000Z,11946.75,stop,124,-32.25,-64.5,2,-66.5,25.5,33.75,
opening_range_box_breakout_long,candidate-bt-mnq-12mo-2020-08-31-1598884140000000000-opening_range_box_breakout_long,bt-mnq-12mo-2020-08-31-1598884140000000000,2020-08-31,1598884140000000000,2020-08-31T14:29:00.000000000Z,long,low,12049,11992.5,pt1:12105.5|pt2:12162,1598903220000000000,2020-08-31T19:47:00.000000000Z,12133.75,pt2,318,84.75,169.5,2,167.5,115.25,33,
